"07995: Døde. Foreløpige tall, etter kjønn, alder, uke, statistikkvariabel og år"

"kjønn";"alder";"uke";"Døde 2018";"Døde 2019";"Døde 2020";"Døde 2021";"Døde 2022"
"Begge kjønn";"91 år";"Uke 28";29;24;21;17;.
"Begge kjønn";"91 år";"Uke 29";24;27;21;20;.
"Begge kjønn";"91 år";"Uke 30";34;27;31;23;.
"Begge kjønn";"91 år";"Uke 31";31;25;18;17;.
"Begge kjønn";"91 år";"Uke 32";22;19;18;22;.
"Begge kjønn";"91 år";"Uke 33";18;22;23;35;.
"Begge kjønn";"91 år";"Uke 34";26;36;18;21;.
"Begge kjønn";"91 år";"Uke 35";24;26;24;30;.
"Begge kjønn";"91 år";"Uke 36";20;17;19;25;.
"Begge kjønn";"91 år";"Uke 37";16;24;26;17;.
"Begge kjønn";"91 år";"Uke 38";20;40;29;28;.
"Begge kjønn";"91 år";"Uke 39";18;35;22;22;.
"Begge kjønn";"91 år";"Uke 40";27;32;26;27;.
"Begge kjønn";"91 år";"Uke 41";27;34;26;23;.
"Begge kjønn";"91 år";"Uke 42";33;22;23;19;.
"Begge kjønn";"91 år";"Uke 43";19;16;30;18;.
"Begge kjønn";"91 år";"Uke 44";34;37;15;34;.
"Begge kjønn";"91 år";"Uke 45";27;24;21;43;.
"Begge kjønn";"91 år";"Uke 46";23;27;26;50;.
"Begge kjønn";"91 år";"Uke 47";23;24;36;26;.
"Begge kjønn";"91 år";"Uke 48";28;23;21;35;.
"Begge kjønn";"91 år";"Uke 49";27;44;33;41;.
"Begge kjønn";"91 år";"Uke 50";26;28;20;31;.
"Begge kjønn";"91 år";"Uke 51";26;18;31;37;.
"Begge kjønn";"91 år";"Uke 52";24;27;29;31;.
"Begge kjønn";"91 år";"Uke 53";.;.;29;.;.
"Begge kjønn";"92 år";"Uke 1";33;33;27;40;30
"Begge kjønn";"92 år";"Uke 2";32;29;38;24;29
"Begge kjønn";"92 år";"Uke 3";37;18;22;21;27
"Begge kjønn";"92 år";"Uke 4";34;30;20;42;29
"Begge kjønn";"92 år";"Uke 5";15;26;34;31;31
"Begge kjønn";"92 år";"Uke 6";35;23;26;31;24
"Begge kjønn";"92 år";"Uke 7";35;36;33;19;28
"Begge kjønn";"92 år";"Uke 8";29;21;22;25;26
"Begge kjønn";"92 år";"Uke 9";36;30;30;27;33
"Begge kjønn";"92 år";"Uke 10";22;29;28;32;26
"Begge kjønn";"92 år";"Uke 11";36;36;33;22;39
"Begge kjønn";"92 år";"Uke 12";30;32;19;16;34
"Begge kjønn";"92 år";"Uke 13";27;29;22;30;27
"Begge kjønn";"92 år";"Uke 14";24;35;36;22;41
"Begge kjønn";"92 år";"Uke 15";26;24;26;21;33
"Begge kjønn";"92 år";"Uke 16";26;26;35;28;25
"Begge kjønn";"92 år";"Uke 17";32;21;19;24;23
"Begge kjønn";"92 år";"Uke 18";20;17;25;24;33
"Begge kjønn";"92 år";"Uke 19";19;31;21;26;26
"Begge kjønn";"92 år";"Uke 20";27;18;20;26;22
"Begge kjønn";"92 år";"Uke 21";21;21;22;27;19
"Begge kjønn";"92 år";"Uke 22";24;22;15;17;.
"Begge kjønn";"92 år";"Uke 23";22;27;28;21;.
"Begge kjønn";"92 år";"Uke 24";25;26;25;18;.
"Begge kjønn";"92 år";"Uke 25";24;19;17;21;.
"Begge kjønn";"92 år";"Uke 26";25;22;21;16;.
"Begge kjønn";"92 år";"Uke 27";31;24;25;23;.
"Begge kjønn";"92 år";"Uke 28";22;18;18;25;.
"Begge kjønn";"92 år";"Uke 29";30;21;23;29;.
"Begge kjønn";"92 år";"Uke 30";23;22;22;22;.
"Begge kjønn";"92 år";"Uke 31";26;22;23;29;.
"Begge kjønn";"92 år";"Uke 32";20;23;27;24;.
"Begge kjønn";"92 år";"Uke 33";29;21;26;21;.
"Begge kjønn";"92 år";"Uke 34";27;21;21;39;.
"Begge kjønn";"92 år";"Uke 35";27;26;31;21;.
"Begge kjønn";"92 år";"Uke 36";24;23;38;26;.
"Begge kjønn";"92 år";"Uke 37";27;31;23;21;.
"Begge kjønn";"92 år";"Uke 38";32;30;21;22;.
"Begge kjønn";"92 år";"Uke 39";18;31;23;19;.
"Begge kjønn";"92 år";"Uke 40";16;25;27;28;.
"Begge kjønn";"92 år";"Uke 41";21;29;17;25;.
"Begge kjønn";"92 år";"Uke 42";20;15;17;31;.
"Begge kjønn";"92 år";"Uke 43";26;28;30;39;.
"Begge kjønn";"92 år";"Uke 44";33;23;26;39;.
"Begge kjønn";"92 år";"Uke 45";29;29;20;33;.
"Begge kjønn";"92 år";"Uke 46";28;29;27;32;.
"Begge kjønn";"92 år";"Uke 47";28;30;25;37;.
"Begge kjønn";"92 år";"Uke 48";31;28;24;31;.
"Begge kjønn";"92 år";"Uke 49";22;27;25;22;.
"Begge kjønn";"92 år";"Uke 50";21;21;34;34;.
"Begge kjønn";"92 år";"Uke 51";31;25;18;46;.
"Begge kjønn";"92 år";"Uke 52";32;19;27;28;.
"Begge kjønn";"92 år";"Uke 53";.;.;24;.;.
"Begge kjønn";"93 år";"Uke 1";20;30;29;24;28
"Begge kjønn";"93 år";"Uke 2";31;29;28;32;28
"Begge kjønn";"93 år";"Uke 3";21;29;27;23;30
"Begge kjønn";"93 år";"Uke 4";19;17;25;22;32
"Begge kjønn";"93 år";"Uke 5";24;34;23;23;30
"Begge kjønn";"93 år";"Uke 6";23;19;36;22;26
"Begge kjønn";"93 år";"Uke 7";27;24;32;29;21
"Begge kjønn";"93 år";"Uke 8";24;27;29;20;34
"Begge kjønn";"93 år";"Uke 9";24;32;15;23;34
"Begge kjønn";"93 år";"Uke 10";26;22;25;26;37
"Begge kjønn";"93 år";"Uke 11";29;26;24;20;26
"Begge kjønn";"93 år";"Uke 12";27;22;15;16;32
"Begge kjønn";"93 år";"Uke 13";22;27;27;23;23
"Begge kjønn";"93 år";"Uke 14";31;22;32;22;21
"Begge kjønn";"93 år";"Uke 15";26;23;31;17;29
"Begge kjønn";"93 år";"Uke 16";23;24;28;30;21
"Begge kjønn";"93 år";"Uke 17";16;25;30;21;29
"Begge kjønn";"93 år";"Uke 18";18;22;18;29;20
"Begge kjønn";"93 år";"Uke 19";20;22;18;23;17
"Begge kjønn";"93 år";"Uke 20";19;19;13;22;20
"Begge kjønn";"93 år";"Uke 21";24;18;23;19;22
"Begge kjønn";"93 år";"Uke 22";28;28;24;23;.
"Begge kjønn";"93 år";"Uke 23";18;23;17;14;.
"Begge kjønn";"93 år";"Uke 24";15;21;14;20;.
"Begge kjønn";"93 år";"Uke 25";25;16;25;18;.
"Begge kjønn";"93 år";"Uke 26";22;24;21;14;.
"Begge kjønn";"93 år";"Uke 27";26;25;19;16;.
"Begge kjønn";"93 år";"Uke 28";24;27;15;22;.
"Begge kjønn";"93 år";"Uke 29";21;22;22;24;.
"Begge kjønn";"93 år";"Uke 30";17;24;20;20;.
"Begge kjønn";"93 år";"Uke 31";25;23;22;22;.
"Begge kjønn";"93 år";"Uke 32";18;16;27;25;.
"Begge kjønn";"93 år";"Uke 33";19;17;17;27;.
"Begge kjønn";"93 år";"Uke 34";17;26;18;20;.
"Begge kjønn";"93 år";"Uke 35";23;18;19;19;.
"Begge kjønn";"93 år";"Uke 36";17;26;26;21;.
"Begge kjønn";"93 år";"Uke 37";22;12;28;25;.
"Begge kjønn";"93 år";"Uke 38";18;21;16;23;.
"Begge kjønn";"93 år";"Uke 39";20;20;26;18;.
"Begge kjønn";"93 år";"Uke 40";22;17;27;15;.
"Begge kjønn";"93 år";"Uke 41";22;26;20;28;.
"Begge kjønn";"93 år";"Uke 42";21;23;28;16;.
"Begge kjønn";"93 år";"Uke 43";20;28;21;23;.
"Begge kjønn";"93 år";"Uke 44";20;26;22;21;.
"Begge kjønn";"93 år";"Uke 45";21;23;17;28;.
"Begge kjønn";"93 år";"Uke 46";22;28;19;26;.
"Begge kjønn";"93 år";"Uke 47";20;28;18;26;.
"Begge kjønn";"93 år";"Uke 48";26;16;16;21;.
"Begge kjønn";"93 år";"Uke 49";23;26;22;35;.
"Begge kjønn";"93 år";"Uke 50";22;27;23;37;.
"Begge kjønn";"93 år";"Uke 51";25;18;27;23;.
"Begge kjønn";"93 år";"Uke 52";25;18;23;33;.
"Begge kjønn";"93 år";"Uke 53";.;.;26;.;.
"Begge kjønn";"94 år";"Uke 1";21;25;21;18;21
"Begge kjønn";"94 år";"Uke 2";18;19;25;24;27
"Begge kjønn";"94 år";"Uke 3";29;18;15;32;22
"Begge kjønn";"94 år";"Uke 4";27;27;24;20;19
"Begge kjønn";"94 år";"Uke 5";27;17;20;16;26
"Begge kjønn";"94 år";"Uke 6";20;24;19;25;19
"Begge kjønn";"94 år";"Uke 7";27;30;18;13;24
"Begge kjønn";"94 år";"Uke 8";21;17;18;18;20
"Begge kjønn";"94 år";"Uke 9";30;23;29;17;31
"Begge kjønn";"94 år";"Uke 10";25;17;25;20;27
"Begge kjønn";"94 år";"Uke 11";22;18;21;25;41
"Begge kjønn";"94 år";"Uke 12";26;21;27;20;21
"Begge kjønn";"94 år";"Uke 13";17;24;19;10;24
"Begge kjønn";"94 år";"Uke 14";27;28;16;14;21
"Begge kjønn";"94 år";"Uke 15";35;10;27;14;24
"Begge kjønn";"94 år";"Uke 16";20;20;16;21;27
"Begge kjønn";"94 år";"Uke 17";23;23;22;23;21
"Begge kjønn";"94 år";"Uke 18";18;24;15;15;22
"Begge kjønn";"94 år";"Uke 19";16;20;19;9;25
"Begge kjønn";"94 år";"Uke 20";16;22;21;19;21
"Begge kjønn";"94 år";"Uke 21";12;22;18;24;15
"Begge kjønn";"94 år";"Uke 22";21;17;18;14;.
"Begge kjønn";"94 år";"Uke 23";15;15;24;26;.
"Begge kjønn";"94 år";"Uke 24";12;19;19;12;.
"Begge kjønn";"94 år";"Uke 25";12;13;15;18;.
"Begge kjønn";"94 år";"Uke 26";23;18;10;17;.
"Begge kjønn";"94 år";"Uke 27";25;23;25;16;.
"Begge kjønn";"94 år";"Uke 28";17;21;17;18;.
"Begge kjønn";"94 år";"Uke 29";13;30;17;21;.
"Begge kjønn";"94 år";"Uke 30";16;19;18;16;.
"Begge kjønn";"94 år";"Uke 31";24;20;25;24;.
"Begge kjønn";"94 år";"Uke 32";9;16;23;21;.
"Begge kjønn";"94 år";"Uke 33";26;15;18;27;.
"Begge kjønn";"94 år";"Uke 34";15;18;18;28;.
"Begge kjønn";"94 år";"Uke 35";20;24;20;22;.
"Begge kjønn";"94 år";"Uke 36";25;14;24;20;.
"Begge kjønn";"94 år";"Uke 37";21;13;21;19;.
"Begge kjønn";"94 år";"Uke 38";23;15;22;25;.
"Begge kjønn";"94 år";"Uke 39";16;18;25;20;.
"Begge kjønn";"94 år";"Uke 40";29;17;19;27;.
"Begge kjønn";"94 år";"Uke 41";14;16;17;19;.
"Begge kjønn";"94 år";"Uke 42";26;17;18;17;.
"Begge kjønn";"94 år";"Uke 43";22;28;26;18;.
"Begge kjønn";"94 år";"Uke 44";18;17;29;29;.
"Begge kjønn";"94 år";"Uke 45";30;18;19;27;.
"Begge kjønn";"94 år";"Uke 46";26;19;23;23;.
"Begge kjønn";"94 år";"Uke 47";19;25;25;29;.
"Begge kjønn";"94 år";"Uke 48";18;30;23;25;.
"Begge kjønn";"94 år";"Uke 49";22;23;21;23;.
"Begge kjønn";"94 år";"Uke 50";21;17;24;28;.
"Begge kjønn";"94 år";"Uke 51";23;20;19;23;.
"Begge kjønn";"94 år";"Uke 52";22;31;15;26;.
"Begge kjønn";"94 år";"Uke 53";.;.;21;.;.
"Begge kjønn";"95 år";"Uke 1";22;17;10;22;22
"Begge kjønn";"95 år";"Uke 2";26;27;34;22;20
"Begge kjønn";"95 år";"Uke 3";26;21;13;25;18
"Begge kjønn";"95 år";"Uke 4";27;21;22;14;15
"Begge kjønn";"95 år";"Uke 5";25;14;18;17;21
"Begge kjønn";"95 år";"Uke 6";29;20;22;14;21
"Begge kjønn";"95 år";"Uke 7";25;22;20;19;20
"Begge kjønn";"95 år";"Uke 8";21;18;20;21;25
"Begge kjønn";"95 år";"Uke 9";24;20;27;15;13
"Begge kjønn";"95 år";"Uke 10";25;13;25;16;31
"Begge kjønn";"95 år";"Uke 11";22;16;21;18;23
"Begge kjønn";"95 år";"Uke 12";22;23;13;20;32
"Begge kjønn";"95 år";"Uke 13";20;14;17;18;22
"Begge kjønn";"95 år";"Uke 14";18;17;14;17;21
"Begge kjønn";"95 år";"Uke 15";20;16;13;14;26
"Begge kjønn";"95 år";"Uke 16";20;15;17;18;24
"Begge kjønn";"95 år";"Uke 17";21;18;14;24;25
"Begge kjønn";"95 år";"Uke 18";17;11;17;9;10
"Begge kjønn";"95 år";"Uke 19";19;16;18;14;18
"Begge kjønn";"95 år";"Uke 20";19;15;12;18;24
"Begge kjønn";"95 år";"Uke 21";9;26;13;16;19
"Begge kjønn";"95 år";"Uke 22";16;18;13;17;.
"Begge kjønn";"95 år";"Uke 23";12;15;11;13;.
"Begge kjønn";"95 år";"Uke 24";18;9;17;21;.
"Begge kjønn";"95 år";"Uke 25";15;19;18;12;.
"Begge kjønn";"95 år";"Uke 26";22;15;23;20;.
"Begge kjønn";"95 år";"Uke 27";22;14;14;16;.
"Begge kjønn";"95 år";"Uke 28";12;20;13;9;.
"Begge kjønn";"95 år";"Uke 29";16;12;17;16;.
"Begge kjønn";"95 år";"Uke 30";17;13;17;25;.
"Begge kjønn";"95 år";"Uke 31";14;10;15;16;.
"Begge kjønn";"95 år";"Uke 32";21;12;18;20;.
"Begge kjønn";"95 år";"Uke 33";16;12;18;16;.
"Begge kjønn";"95 år";"Uke 34";19;13;23;15;.
"Begge kjønn";"95 år";"Uke 35";12;18;11;14;.
"Begge kjønn";"95 år";"Uke 36";12;14;16;15;.
"Begge kjønn";"95 år";"Uke 37";19;19;19;16;.
"Begge kjønn";"95 år";"Uke 38";18;20;19;15;.
"Begge kjønn";"95 år";"Uke 39";14;16;13;16;.
"Begge kjønn";"95 år";"Uke 40";14;11;17;19;.
"Begge kjønn";"95 år";"Uke 41";20;15;24;20;.
"Begge kjønn";"95 år";"Uke 42";18;22;23;16;.
"Begge kjønn";"95 år";"Uke 43";17;20;17;18;.
"Begge kjønn";"95 år";"Uke 44";16;20;16;16;.
"Begge kjønn";"95 år";"Uke 45";15;16;12;17;.
"Begge kjønn";"95 år";"Uke 46";15;15;10;26;.
"Begge kjønn";"95 år";"Uke 47";13;18;18;18;.
"Begge kjønn";"95 år";"Uke 48";14;20;14;32;.
"Begge kjønn";"95 år";"Uke 49";18;13;13;21;.
"Begge kjønn";"95 år";"Uke 50";17;17;30;15;.
"Begge kjønn";"95 år";"Uke 51";21;25;15;17;.
"Begge kjønn";"95 år";"Uke 52";21;23;16;19;.
"Begge kjønn";"95 år";"Uke 53";.;.;28;.;.
"Begge kjønn";"96 år";"Uke 1";18;19;18;17;22
"Begge kjønn";"96 år";"Uke 2";15;12;20;14;16
"Begge kjønn";"96 år";"Uke 3";12;11;18;15;20
"Begge kjønn";"96 år";"Uke 4";13;12;12;10;12
"Begge kjønn";"96 år";"Uke 5";20;20;16;18;20
"Begge kjønn";"96 år";"Uke 6";18;21;16;14;13
"Begge kjønn";"96 år";"Uke 7";20;13;9;14;19
"Begge kjønn";"96 år";"Uke 8";18;11;21;16;19
"Begge kjønn";"96 år";"Uke 9";20;18;9;13;21
"Begge kjønn";"96 år";"Uke 10";23;21;11;9;17
"Begge kjønn";"96 år";"Uke 11";21;18;21;19;21
"Begge kjønn";"96 år";"Uke 12";9;12;9;12;17
"Begge kjønn";"96 år";"Uke 13";12;11;15;9;16
"Begge kjønn";"96 år";"Uke 14";25;17;20;12;23
"Begge kjønn";"96 år";"Uke 15";12;16;23;13;16
"Begge kjønn";"96 år";"Uke 16";15;12;18;12;18
"Begge kjønn";"96 år";"Uke 17";19;18;11;10;23
"Begge kjønn";"96 år";"Uke 18";8;14;9;15;17
"Begge kjønn";"96 år";"Uke 19";17;11;15;20;18
"Begge kjønn";"96 år";"Uke 20";16;10;13;20;14
"Begge kjønn";"96 år";"Uke 21";15;20;13;14;21
"Begge kjønn";"96 år";"Uke 22";18;7;8;9;.
"Begge kjønn";"96 år";"Uke 23";21;15;11;18;.
"Begge kjønn";"96 år";"Uke 24";11;28;15;16;.
"Begge kjønn";"96 år";"Uke 25";11;16;13;16;.
"Begge kjønn";"96 år";"Uke 26";15;13;12;15;.
"Begge kjønn";"96 år";"Uke 27";14;9;15;20;.
"Begge kjønn";"96 år";"Uke 28";16;4;12;11;.
"Begge kjønn";"96 år";"Uke 29";10;16;18;12;.
"Begge kjønn";"96 år";"Uke 30";12;15;11;4;.
"Begge kjønn";"96 år";"Uke 31";5;23;14;17;.
"Begge kjønn";"96 år";"Uke 32";17;11;7;13;.
"Begge kjønn";"96 år";"Uke 33";8;12;15;16;.
"Begge kjønn";"96 år";"Uke 34";17;7;13;19;.
"Begge kjønn";"96 år";"Uke 35";8;13;13;14;.
"Begge kjønn";"96 år";"Uke 36";16;16;8;16;.
"Begge kjønn";"96 år";"Uke 37";9;11;16;20;.
"Begge kjønn";"96 år";"Uke 38";11;13;13;10;.
"Begge kjønn";"96 år";"Uke 39";12;14;11;19;.
"Begge kjønn";"96 år";"Uke 40";5;17;15;12;.
"Begge kjønn";"96 år";"Uke 41";12;19;15;13;.
"Begge kjønn";"96 år";"Uke 42";15;16;17;20;.
"Begge kjønn";"96 år";"Uke 43";15;14;13;23;.
"Begge kjønn";"96 år";"Uke 44";11;9;14;18;.
"Begge kjønn";"96 år";"Uke 45";13;8;17;14;.
"Begge kjønn";"96 år";"Uke 46";9;24;15;14;.
"Begge kjønn";"96 år";"Uke 47";8;11;15;8;.
"Begge kjønn";"96 år";"Uke 48";21;15;13;20;.
"Begge kjønn";"96 år";"Uke 49";18;14;15;22;.
"Begge kjønn";"96 år";"Uke 50";15;15;15;9;.
"Begge kjønn";"96 år";"Uke 51";16;14;16;22;.
"Begge kjønn";"96 år";"Uke 52";13;14;18;16;.
"Begge kjønn";"96 år";"Uke 53";.;.;24;.;.
"Begge kjønn";"97 år";"Uke 1";13;12;16;7;12
"Begge kjønn";"97 år";"Uke 2";20;12;12;16;9
"Begge kjønn";"97 år";"Uke 3";15;14;4;13;8
"Begge kjønn";"97 år";"Uke 4";19;12;14;16;8
"Begge kjønn";"97 år";"Uke 5";19;16;10;9;12
"Begge kjønn";"97 år";"Uke 6";15;12;8;7;14
"Begge kjønn";"97 år";"Uke 7";16;15;11;10;9
"Begge kjønn";"97 år";"Uke 8";21;10;14;11;25
"Begge kjønn";"97 år";"Uke 9";13;7;18;11;18
"Begge kjønn";"97 år";"Uke 10";11;15;11;17;26
"Begge kjønn";"97 år";"Uke 11";14;12;14;8;14
"Begge kjønn";"97 år";"Uke 12";14;8;15;10;17
"Begge kjønn";"97 år";"Uke 13";9;12;14;6;9
"Begge kjønn";"97 år";"Uke 14";17;11;10;16;20
"Begge kjønn";"97 år";"Uke 15";11;18;9;7;13
"Begge kjønn";"97 år";"Uke 16";8;11;12;15;10
"Begge kjønn";"97 år";"Uke 17";9;24;6;14;10
"Begge kjønn";"97 år";"Uke 18";9;12;16;6;23
"Begge kjønn";"97 år";"Uke 19";11;8;13;8;8
"Begge kjønn";"97 år";"Uke 20";9;6;8;15;16
"Begge kjønn";"97 år";"Uke 21";7;11;13;13;7
"Begge kjønn";"97 år";"Uke 22";7;11;9;12;.
"Begge kjønn";"97 år";"Uke 23";6;16;11;9;.
"Begge kjønn";"97 år";"Uke 24";13;10;9;10;.
"Begge kjønn";"97 år";"Uke 25";9;9;14;16;.
"Begge kjønn";"97 år";"Uke 26";11;16;11;9;.
"Begge kjønn";"97 år";"Uke 27";8;15;8;10;.
"Begge kjønn";"97 år";"Uke 28";11;6;14;12;.
"Begge kjønn";"97 år";"Uke 29";8;11;13;9;.
"Begge kjønn";"97 år";"Uke 30";16;12;14;12;.
"Begge kjønn";"97 år";"Uke 31";8;12;14;8;.
"Begge kjønn";"97 år";"Uke 32";8;13;11;4;.
"Begge kjønn";"97 år";"Uke 33";8;11;10;16;.
"Begge kjønn";"97 år";"Uke 34";8;12;18;6;.
"Begge kjønn";"97 år";"Uke 35";7;9;7;14;.
"Begge kjønn";"97 år";"Uke 36";13;11;12;3;.
"Begge kjønn";"97 år";"Uke 37";14;8;5;11;.
"Begge kjønn";"97 år";"Uke 38";11;3;11;14;.
"Begge kjønn";"97 år";"Uke 39";6;9;12;15;.
"Begge kjønn";"97 år";"Uke 40";5;13;16;12;.
"Begge kjønn";"97 år";"Uke 41";12;16;13;17;.
"Begge kjønn";"97 år";"Uke 42";13;17;7;12;.
"Begge kjønn";"97 år";"Uke 43";8;14;6;15;.
"Begge kjønn";"97 år";"Uke 44";13;12;11;18;.
"Begge kjønn";"97 år";"Uke 45";11;13;7;18;.
"Begge kjønn";"97 år";"Uke 46";6;18;18;13;.
"Begge kjønn";"97 år";"Uke 47";14;14;11;18;.
"Begge kjønn";"97 år";"Uke 48";10;10;12;9;.
"Begge kjønn";"97 år";"Uke 49";16;16;13;22;.
"Begge kjønn";"97 år";"Uke 50";12;15;18;13;.
"Begge kjønn";"97 år";"Uke 51";15;10;20;12;.
"Begge kjønn";"97 år";"Uke 52";12;16;10;16;.
"Begge kjønn";"97 år";"Uke 53";.;.;12;.;.
"Begge kjønn";"98 år";"Uke 1";8;15;5;12;15
"Begge kjønn";"98 år";"Uke 2";13;12;18;2;12
"Begge kjønn";"98 år";"Uke 3";9;10;9;11;4
"Begge kjønn";"98 år";"Uke 4";7;6;11;13;6
"Begge kjønn";"98 år";"Uke 5";11;9;12;8;17
"Begge kjønn";"98 år";"Uke 6";11;15;6;6;6
"Begge kjønn";"98 år";"Uke 7";13;8;13;9;10
"Begge kjønn";"98 år";"Uke 8";6;8;7;9;14
"Begge kjønn";"98 år";"Uke 9";9;8;10;11;10
"Begge kjønn";"98 år";"Uke 10";12;13;9;8;11
"Begge kjønn";"98 år";"Uke 11";8;4;8;10;13
"Begge kjønn";"98 år";"Uke 12";5;6;10;10;15
"Begge kjønn";"98 år";"Uke 13";9;5;7;8;10
"Begge kjønn";"98 år";"Uke 14";8;15;11;8;6
"Begge kjønn";"98 år";"Uke 15";12;8;13;8;12
"Begge kjønn";"98 år";"Uke 16";5;7;12;5;8
"Begge kjønn";"98 år";"Uke 17";10;8;3;8;11
"Begge kjønn";"98 år";"Uke 18";8;6;3;10;14
"Begge kjønn";"98 år";"Uke 19";7;12;5;5;8
"Begge kjønn";"98 år";"Uke 20";8;12;8;7;8
"Begge kjønn";"98 år";"Uke 21";7;3;2;5;12
"Begge kjønn";"98 år";"Uke 22";6;9;4;10;.
"Begge kjønn";"98 år";"Uke 23";8;7;8;6;.
"Begge kjønn";"98 år";"Uke 24";7;11;5;7;.
"Begge kjønn";"98 år";"Uke 25";2;1;9;6;.
"Begge kjønn";"98 år";"Uke 26";10;6;9;5;.
"Begge kjønn";"98 år";"Uke 27";10;10;10;9;.
"Begge kjønn";"98 år";"Uke 28";6;15;5;8;.
"Begge kjønn";"98 år";"Uke 29";2;9;6;6;.
"Begge kjønn";"98 år";"Uke 30";11;8;9;2;.
"Begge kjønn";"98 år";"Uke 31";6;8;9;6;.
"Begge kjønn";"98 år";"Uke 32";7;8;4;12;.
"Begge kjønn";"98 år";"Uke 33";2;7;12;10;.
"Begge kjønn";"98 år";"Uke 34";10;2;11;10;.
"Begge kjønn";"98 år";"Uke 35";9;7;9;13;.
"Begge kjønn";"98 år";"Uke 36";7;8;9;12;.
"Begge kjønn";"98 år";"Uke 37";9;7;10;6;.
"Begge kjønn";"98 år";"Uke 38";9;6;9;8;.
"Begge kjønn";"98 år";"Uke 39";7;8;8;7;.
"Begge kjønn";"98 år";"Uke 40";11;7;6;7;.
"Begge kjønn";"98 år";"Uke 41";8;13;7;6;.
"Begge kjønn";"98 år";"Uke 42";13;4;7;15;.
"Begge kjønn";"98 år";"Uke 43";9;15;8;12;.
"Begge kjønn";"98 år";"Uke 44";8;5;11;10;.
"Begge kjønn";"98 år";"Uke 45";9;12;11;9;.
"Begge kjønn";"98 år";"Uke 46";7;7;8;12;.
"Begge kjønn";"98 år";"Uke 47";5;11;3;8;.
"Begge kjønn";"98 år";"Uke 48";8;5;12;7;.
"Begge kjønn";"98 år";"Uke 49";10;12;11;19;.
"Begge kjønn";"98 år";"Uke 50";11;9;10;10;.
"Begge kjønn";"98 år";"Uke 51";8;12;19;8;.
"Begge kjønn";"98 år";"Uke 52";11;6;7;12;.
"Begge kjønn";"98 år";"Uke 53";.;.;6;.;.
"Begge kjønn";"99 år";"Uke 1";6;6;6;7;2
"Begge kjønn";"99 år";"Uke 2";5;1;10;9;6
"Begge kjønn";"99 år";"Uke 3";9;3;6;8;6
"Begge kjønn";"99 år";"Uke 4";8;8;8;3;4
"Begge kjønn";"99 år";"Uke 5";10;3;8;7;7
"Begge kjønn";"99 år";"Uke 6";7;8;9;3;5
"Begge kjønn";"99 år";"Uke 7";5;1;6;8;6
"Begge kjønn";"99 år";"Uke 8";8;3;6;3;6
"Begge kjønn";"99 år";"Uke 9";11;2;9;7;9
"Begge kjønn";"99 år";"Uke 10";6;4;3;5;6
"Begge kjønn";"99 år";"Uke 11";8;4;5;6;8
"Begge kjønn";"99 år";"Uke 12";8;5;3;4;7
"Begge kjønn";"99 år";"Uke 13";9;7;11;7;8
"Begge kjønn";"99 år";"Uke 14";5;11;12;8;4
"Begge kjønn";"99 år";"Uke 15";9;5;6;6;6
"Begge kjønn";"99 år";"Uke 16";4;5;6;6;5
"Begge kjønn";"99 år";"Uke 17";6;3;7;4;11
"Begge kjønn";"99 år";"Uke 18";9;4;6;6;6
"Begge kjønn";"99 år";"Uke 19";2;2;3;6;11
"Begge kjønn";"99 år";"Uke 20";2;7;2;10;5
"Begge kjønn";"99 år";"Uke 21";6;4;9;8;3
"Begge kjønn";"99 år";"Uke 22";4;6;4;5;.
"Begge kjønn";"99 år";"Uke 23";1;7;3;7;.
"Begge kjønn";"99 år";"Uke 24";4;6;6;7;.
"Begge kjønn";"99 år";"Uke 25";6;4;2;3;.
"Begge kjønn";"99 år";"Uke 26";2;10;8;7;.
"Begge kjønn";"99 år";"Uke 27";3;10;10;5;.
"Begge kjønn";"99 år";"Uke 28";7;3;1;5;.
"Begge kjønn";"99 år";"Uke 29";3;8;5;7;.
"Begge kjønn";"99 år";"Uke 30";4;8;6;5;.
"Begge kjønn";"99 år";"Uke 31";6;9;8;10;.
"Begge kjønn";"99 år";"Uke 32";7;10;8;5;.
"Begge kjønn";"99 år";"Uke 33";2;12;6;7;.
"Begge kjønn";"99 år";"Uke 34";6;3;6;6;.
"Begge kjønn";"99 år";"Uke 35";5;6;9;8;.
"Begge kjønn";"99 år";"Uke 36";4;7;8;10;.
"Begge kjønn";"99 år";"Uke 37";5;8;5;5;.
"Begge kjønn";"99 år";"Uke 38";1;3;9;8;.
"Begge kjønn";"99 år";"Uke 39";6;8;3;5;.
"Begge kjønn";"99 år";"Uke 40";3;4;11;10;.
"Begge kjønn";"99 år";"Uke 41";2;5;7;11;.
"Begge kjønn";"99 år";"Uke 42";4;10;5;10;.
"Begge kjønn";"99 år";"Uke 43";4;5;7;10;.
"Begge kjønn";"99 år";"Uke 44";3;6;5;5;.
"Begge kjønn";"99 år";"Uke 45";3;7;5;8;.
"Begge kjønn";"99 år";"Uke 46";3;2;7;8;.
"Begge kjønn";"99 år";"Uke 47";9;3;8;9;.
"Begge kjønn";"99 år";"Uke 48";9;6;4;13;.
"Begge kjønn";"99 år";"Uke 49";7;10;2;13;.
"Begge kjønn";"99 år";"Uke 50";11;4;4;12;.
"Begge kjønn";"99 år";"Uke 51";6;11;11;5;.
